ProductID,Name,ProductModel,CultureID,Description
798,"Road-550-W Yellow, 40",Road-550-W,ar,ولها نفس التقنية المتوفرة في جميع دراجات سلسلة الطريق لدينا، ولكن هيكل الدراجة قد تم تغيير حجمه ليناسب القيادة النسائية. إنها دراجة مثالية تصلح للعديد من الأغراض، وتناسب القيادة على الطرق العادية أو القيادة في السباقات.
799,"Road-550-W Yellow, 42",Road-550-W,ar,ولها نفس التقنية المتوفرة في جميع دراجات سلسلة الطريق لدينا، ولكن هيكل الدراجة قد تم تغيير حجمه ليناسب القيادة النسائية. إنها دراجة مثالية تصلح للعديد من الأغراض، وتناسب القيادة على الطرق العادية أو القيادة في السباقات.
800,"Road-550-W Yellow, 44",Road-550-W,ar,ولها نفس التقنية المتوفرة في جميع دراجات سلسلة الطريق لدينا، ولكن هيكل الدراجة قد تم تغيير حجمه ليناسب القيادة النسائية. إنها دراجة مثالية تصلح للعديد من الأغراض، وتناسب القيادة على الطرق العادية أو القيادة في السباقات.
801,"Road-550-W Yellow, 48",Road-550-W,ar,ولها نفس التقنية المتوفرة في جميع دراجات سلسلة الطريق لدينا، ولكن هيكل الدراجة قد تم تغيير حجمه ليناسب القيادة النسائية. إنها دراجة مثالية تصلح للعديد من الأغراض، وتناسب القيادة على الطرق العادية أو القيادة في السباقات.
754,"Road-450 Red, 58",Road-450,ar,إنها دراجة تصلح للعديد من الرياضات وهي مصممة لتوفير أقصى فعالية للقيادة، كما تتميز بتصميم ابتكاري. يتيح لك تصميمها الديناميكي الهوائي إمكانية القيادة مع المحترفين، حيث إنها مزودة بتروس يمكنها الانطلاق داخل الطرق المرتفعة شديدة الانحدار.
755,"Road-450 Red, 60",Road-450,ar,إنها دراجة تصلح للعديد من الرياضات وهي مصممة لتوفير أقصى فعالية للقيادة، كما تتميز بتصميم ابتكاري. يتيح لك تصميمها الديناميكي الهوائي إمكانية القيادة مع المحترفين، حيث إنها مزودة بتروس يمكنها الانطلاق داخل الطرق المرتفعة شديدة الانحدار.
756,"Road-450 Red, 44",Road-450,ar,إنها دراجة تصلح للعديد من الرياضات وهي مصممة لتوفير أقصى فعالية للقيادة، كما تتميز بتصميم ابتكاري. يتيح لك تصميمها الديناميكي الهوائي إمكانية القيادة مع المحترفين، حيث إنها مزودة بتروس يمكنها الانطلاق داخل الطرق المرتفعة شديدة الانحدار.
757,"Road-450 Red, 48",Road-450,ar,إنها دراجة تصلح للعديد من الرياضات وهي مصممة لتوفير أقصى فعالية للقيادة، كما تتميز بتصميم ابتكاري. يتيح لك تصميمها الديناميكي الهوائي إمكانية القيادة مع المحترفين، حيث إنها مزودة بتروس يمكنها الانطلاق داخل الطرق المرتفعة شديدة الانحدار.
758,"Road-450 Red, 52",Road-450,ar,إنها دراجة تصلح للعديد من الرياضات وهي مصممة لتوفير أقصى فعالية للقيادة، كما تتميز بتصميم ابتكاري. يتيح لك تصميمها الديناميكي الهوائي إمكانية القيادة مع المحترفين، حيث إنها مزودة بتروس يمكنها الانطلاق داخل الطرق المرتفعة شديدة الانحدار.
973,"Road-350-W Yellow, 40",Road-350-W,ar,يمكنكِ باستخدام هذه الدراجة الأنيقة التي تتميز بخاصية الديناميكية الهوائية والمصممة للنساء التدرب على مهارات مختلفة أو التسابق أو مجرد المشاركة في نشاط اجتماعي. وتوفر لكِ تقنية المقاعد المتقدمة الراحة طوال اليوم.
974,"Road-350-W Yellow, 42",Road-350-W,ar,يمكنكِ باستخدام هذه الدراجة الأنيقة التي تتميز بخاصية الديناميكية الهوائية والمصممة للنساء التدرب على مهارات مختلفة أو التسابق أو مجرد المشاركة في نشاط اجتماعي. وتوفر لكِ تقنية المقاعد المتقدمة الراحة طوال اليوم.
975,"Road-350-W Yellow, 44",Road-350-W,ar,يمكنكِ باستخدام هذه الدراجة الأنيقة التي تتميز بخاصية الديناميكية الهوائية والمصممة للنساء التدرب على مهارات مختلفة أو التسابق أو مجرد المشاركة في نشاط اجتماعي. وتوفر لكِ تقنية المقاعد المتقدمة الراحة طوال اليوم.
976,"Road-350-W Yellow, 48",Road-350-W,ar,يمكنكِ باستخدام هذه الدراجة الأنيقة التي تتميز بخاصية الديناميكية الهوائية والمصممة للنساء التدرب على مهارات مختلفة أو التسابق أو مجرد المشاركة في نشاط اجتماعي. وتوفر لكِ تقنية المقاعد المتقدمة الراحة طوال اليوم.
789,"Road-250 Red, 44",Road-250,ar,يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية.
790,"Road-250 Red, 48",Road-250,ar,يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية.
791,"Road-250 Red, 52",Road-250,ar,يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية.
792,"Road-250 Red, 58",Road-250,ar,يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية.
793,"Road-250 Black, 44",Road-250,ar,يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية.
794,"Road-250 Black, 48",Road-250,ar,يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية.
795,"Road-250 Black, 52",Road-250,ar,يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية.
796,"Road-250 Black, 58",Road-250,ar,يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية.
749,"Road-150 Red, 62",Road-150,ar,إنها الدراجة التي يقودها الفائزون بسباقات الدراجات. ونظرًا لأنه تم تطويرها عن طريق فريق سباق المحترفين Adventure Works Cycles، فقد تم تصميم هيكلها من الألومنيوم الخفيف المُعالج حراريًا، وتم تزويدها بنظام قيادة يسمح بالتحكم الدقيق في الدراجة.
750,"Road-150 Red, 44",Road-150,ar,إنها الدراجة التي يقودها الفائزون بسباقات الدراجات. ونظرًا لأنه تم تطويرها عن طريق فريق سباق المحترفين Adventure Works Cycles، فقد تم تصميم هيكلها من الألومنيوم الخفيف المُعالج حراريًا، وتم تزويدها بنظام قيادة يسمح بالتحكم الدقيق في الدراجة.
751,"Road-150 Red, 48",Road-150,ar,إنها الدراجة التي يقودها الفائزون بسباقات الدراجات. ونظرًا لأنه تم تطويرها عن طريق فريق سباق المحترفين Adventure Works Cycles، فقد تم تصميم هيكلها من الألومنيوم الخفيف المُعالج حراريًا، وتم تزويدها بنظام قيادة يسمح بالتحكم الدقيق في الدراجة.
752,"Road-150 Red, 52",Road-150,ar,إنها الدراجة التي يقودها الفائزون بسباقات الدراجات. ونظرًا لأنه تم تطويرها عن طريق فريق سباق المحترفين Adventure Works Cycles، فقد تم تصميم هيكلها من الألومنيوم الخفيف المُعالج حراريًا، وتم تزويدها بنظام قيادة يسمح بالتحكم الدقيق في الدراجة.
753,"Road-150 Red, 56",Road-150,ar,إنها الدراجة التي يقودها الفائزون بسباقات الدراجات. ونظرًا لأنه تم تطويرها عن طريق فريق سباق المحترفين Adventure Works Cycles، فقد تم تصميم هيكلها من الألومنيوم الخفيف المُعالج حراريًا، وتم تزويدها بنظام قيادة يسمح بالتحكم الدقيق في الدراجة.
958,"Touring-3000 Blue, 54",Touring-3000,ar,إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية.
959,"Touring-3000 Blue, 58",Touring-3000,ar,إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية.
960,"Touring-3000 Blue, 62",Touring-3000,ar,إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية.
961,"Touring-3000 Yellow, 44",Touring-3000,ar,إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية.
962,"Touring-3000 Yellow, 50",Touring-3000,ar,إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية.
963,"Touring-3000 Yellow, 54",Touring-3000,ar,إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية.
964,"Touring-3000 Yellow, 58",Touring-3000,ar,إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية.
965,"Touring-3000 Yellow, 62",Touring-3000,ar,إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية.
978,"Touring-3000 Blue, 44",Touring-3000,ar,إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية.
979,"Touring-3000 Blue, 50",Touring-3000,ar,إنها دراجة قيّمة تصلح لكافة المناسبات وهي تشتمل على ميزات الراحة والأمان الأساسية في منتجاتنا. وهي تتميز بإطارات أعرض وأكثر توازنًا من غيرها بما يلائم القيادة في أرجاء البلدة أو أثناء رحلات العطلات الأسبوعية.
953,"Touring-2000 Blue, 60",Touring-2000,ar,إن مقعد الدراجة المخصص المصنوع من نسيج البلش يجعلك لا تمل أبدًا من القيادة طوال اليوم، كما يوفر لك حامل الدراجة بتصميمه المحدّث مساحة كبيرة تستوعب أكثر من سلة وشنطة على الدراجة. وتحتفظ هذه الدراجة بتوازنها حتى عند تحميلها بالكامل.
970,"Touring-2000 Blue, 46",Touring-2000,ar,إن مقعد الدراجة المخصص المصنوع من نسيج البلش يجعلك لا تمل أبدًا من القيادة طوال اليوم، كما يوفر لك حامل الدراجة بتصميمه المحدّث مساحة كبيرة تستوعب أكثر من سلة وشنطة على الدراجة. وتحتفظ هذه الدراجة بتوازنها حتى عند تحميلها بالكامل.
971,"Touring-2000 Blue, 50",Touring-2000,ar,إن مقعد الدراجة المخصص المصنوع من نسيج البلش يجعلك لا تمل أبدًا من القيادة طوال اليوم، كما يوفر لك حامل الدراجة بتصميمه المحدّث مساحة كبيرة تستوعب أكثر من سلة وشنطة على الدراجة. وتحتفظ هذه الدراجة بتوازنها حتى عند تحميلها بالكامل.
972,"Touring-2000 Blue, 54",Touring-2000,ar,إن مقعد الدراجة المخصص المصنوع من نسيج البلش يجعلك لا تمل أبدًا من القيادة طوال اليوم، كما يوفر لك حامل الدراجة بتصميمه المحدّث مساحة كبيرة تستوعب أكثر من سلة وشنطة على الدراجة. وتحتفظ هذه الدراجة بتوازنها حتى عند تحميلها بالكامل.
827,ML Road Rear Wheel,ML Road Rear Wheel,ar,إطار معدني مصنوع من سبيكة الألومنيوم بقضبان شعاعية من الفولاذ الذي لا يصدأ، مصمم لزيادة السرعة.
828,HL Road Rear Wheel,HL Road Rear Wheel,ar,عجلة خلفية قوية بإطار معدني ذي طبقتين.
829,Touring Rear Wheel,Touring Rear Wheel,ar,إطاران معدنيان ممتازان يتميزان بخاصية الديناميكية الهوائية لضمان القيادة السلسلة.
908,LL Mountain Seat/Saddle,LL Mountain Seat/Saddle 2,ar,جلد صناعي. تحتوي على مواد جيلاتينية لتوفير مزيد من الراحة.
954,"Touring-1000 Yellow, 46",Touring-1000,ar,الاستمتاع بالمظهر الأنيق والراحة عند السفر. لقد تم تصميم هذه الدراجة لتوفير أقصى درجات الراحة والأمان. يتيح لك النطاق الواسع من التروس إمكانية القيادة فوق كافة أنواع المرتفعات. توفر تركيبة سبيكة الألومنيوم عالية التقنية قوة تحمّل دون وزن إضافي.
955,"Touring-1000 Yellow, 50",Touring-1000,ar,الاستمتاع بالمظهر الأنيق والراحة عند السفر. لقد تم تصميم هذه الدراجة لتوفير أقصى درجات الراحة والأمان. يتيح لك النطاق الواسع من التروس إمكانية القيادة فوق كافة أنواع المرتفعات. توفر تركيبة سبيكة الألومنيوم عالية التقنية قوة تحمّل دون وزن إضافي.
956,"Touring-1000 Yellow, 54",Touring-1000,ar,الاستمتاع بالمظهر الأنيق والراحة عند السفر. لقد تم تصميم هذه الدراجة لتوفير أقصى درجات الراحة والأمان. يتيح لك النطاق الواسع من التروس إمكانية القيادة فوق كافة أنواع المرتفعات. توفر تركيبة سبيكة الألومنيوم عالية التقنية قوة تحمّل دون وزن إضافي.
957,"Touring-1000 Yellow, 60",Touring-1000,ar,الاستمتاع بالمظهر الأنيق والراحة عند السفر. لقد تم تصميم هذه الدراجة لتوفير أقصى درجات الراحة والأمان. يتيح لك النطاق الواسع من التروس إمكانية القيادة فوق كافة أنواع المرتفعات. توفر تركيبة سبيكة الألومنيوم عالية التقنية قوة تحمّل دون وزن إضافي.
966,"Touring-1000 Blue, 46",Touring-1000,ar,الاستمتاع بالمظهر الأنيق والراحة عند السفر. لقد تم تصميم هذه الدراجة لتوفير أقصى درجات الراحة والأمان. يتيح لك النطاق الواسع من التروس إمكانية القيادة فوق كافة أنواع المرتفعات. توفر تركيبة سبيكة الألومنيوم عالية التقنية قوة تحمّل دون وزن إضافي.
967,"Touring-1000 Blue, 50",Touring-1000,ar,الاستمتاع بالمظهر الأنيق والراحة عند السفر. لقد تم تصميم هذه الدراجة لتوفير أقصى درجات الراحة والأمان. يتيح لك النطاق الواسع من التروس إمكانية القيادة فوق كافة أنواع المرتفعات. توفر تركيبة سبيكة الألومنيوم عالية التقنية قوة تحمّل دون وزن إضافي.
968,"Touring-1000 Blue, 54",Touring-1000,ar,الاستمتاع بالمظهر الأنيق والراحة عند السفر. لقد تم تصميم هذه الدراجة لتوفير أقصى درجات الراحة والأمان. يتيح لك النطاق الواسع من التروس إمكانية القيادة فوق كافة أنواع المرتفعات. توفر تركيبة سبيكة الألومنيوم عالية التقنية قوة تحمّل دون وزن إضافي.
969,"Touring-1000 Blue, 60",Touring-1000,ar,الاستمتاع بالمظهر الأنيق والراحة عند السفر. لقد تم تصميم هذه الدراجة لتوفير أقصى درجات الراحة والأمان. يتيح لك النطاق الواسع من التروس إمكانية القيادة فوق كافة أنواع المرتفعات. توفر تركيبة سبيكة الألومنيوم عالية التقنية قوة تحمّل دون وزن إضافي.
952,Chain,Chain,ar,أداء فائق في نقل السرعات.
949,LL Crankset,LL Crankset,ar,محور دوران صلب فائق الأداء.
950,ML Crankset,ML Crankset,ar,ذراع تدوير شديد القوة.
951,HL Crankset,HL Crankset,ar,مجموعة تدوير ثلاثية، وذراع تدوير ألومنيوم، وإمكانية نقل سرعات دون حدوث أخطاء.
948,Front Brakes,Front Brakes,ar,تحتوي على بطانات (تيل) فرامل، تناسب كافة الظروف الجوية، مما يتيح إمكانية إيقاف فائقة وذلك بتطبيق مساحة أكبر من سطح الفرامل على الإطار المعدني.
945,Front Derailleur,Front Derailleur,ar,تصميم عريض الوصلات.
802,LL Fork,LL Fork,ar,تصميم قوي يمتص الصدمات ويوفر قيادة أكثر دقة.
803,ML Fork,ML Fork,ar,شوكة طريق ماسكة للعجلة الأمامية مركبة ذات عمود توجيه مصنوع من الألومنيوم.
804,HL Fork,HL Fork,ar,شوكة طريق ماسكة للعجلة الأمامية من الكربون عالية الأداء ذات شعبتين مقوسين.
917,"LL Mountain Frame - Silver, 42",LL Mountain Frame,ar,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.
918,"LL Mountain Frame - Silver, 44",LL Mountain Frame,ar,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.
919,"LL Mountain Frame - Silver, 48",LL Mountain Frame,ar,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.
920,"LL Mountain Frame - Silver, 52",LL Mountain Frame,ar,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.
924,"LL Mountain Frame - Black, 42",LL Mountain Frame,ar,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.
925,"LL Mountain Frame - Black, 44",LL Mountain Frame,ar,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.
926,"LL Mountain Frame - Black, 48",LL Mountain Frame,ar,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.
927,"LL Mountain Frame - Black, 52",LL Mountain Frame,ar,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.
943,"LL Mountain Frame - Black, 40",LL Mountain Frame,ar,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.
944,"LL Mountain Frame - Silver, 40",LL Mountain Frame,ar,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.
814,"ML Mountain Frame - Black, 38",ML Mountain Frame-W,ar,إن هيكل ML هو هيكل مصنوع من الألومنيوم مُعالج حراريًا ومصمم بنفس تفاصيل وجودة هيكل HL الخاص بنا. وهو يوفر أداءً فائقًا. الطراز الرجالي.
904,"ML Mountain Frame-W - Silver, 40",ML Mountain Frame-W,ar,إن هيكل ML هو هيكل مصنوع من الألومنيوم مُعالج حراريًا ومصمم بنفس تفاصيل وجودة هيكل HL الخاص بنا. وهو يوفر أداءً فائقًا. الطراز الرجالي.
905,"ML Mountain Frame-W - Silver, 42",ML Mountain Frame-W,ar,إن هيكل ML هو هيكل مصنوع من الألومنيوم مُعالج حراريًا ومصمم بنفس تفاصيل وجودة هيكل HL الخاص بنا. وهو يوفر أداءً فائقًا. الطراز الرجالي.
906,"ML Mountain Frame-W - Silver, 46",ML Mountain Frame-W,ar,إن هيكل ML هو هيكل مصنوع من الألومنيوم مُعالج حراريًا ومصمم بنفس تفاصيل وجودة هيكل HL الخاص بنا. وهو يوفر أداءً فائقًا. الطراز الرجالي.
942,"ML Mountain Frame-W - Silver, 38",ML Mountain Frame-W,ar,إن هيكل ML هو هيكل مصنوع من الألومنيوم مُعالج حراريًا ومصمم بنفس تفاصيل وجودة هيكل HL الخاص بنا. وهو يوفر أداءً فائقًا. الطراز الرجالي.
830,"ML Mountain Frame - Black, 40",ML Mountain Frame,ar,إن هيكل ML هو هيكل مصنوع من الألومنيوم مُعالج حراريًا ومصمم بنفس تفاصيل وجودة هيكل HL الخاص بنا. وهو يوفر أداءً فائقًا. الطراز النسائي.
831,"ML Mountain Frame - Black, 44",ML Mountain Frame,ar,إن هيكل ML هو هيكل مصنوع من الألومنيوم مُعالج حراريًا ومصمم بنفس تفاصيل وجودة هيكل HL الخاص بنا. وهو يوفر أداءً فائقًا. الطراز النسائي.
832,"ML Mountain Frame - Black, 48",ML Mountain Frame,ar,إن هيكل ML هو هيكل مصنوع من الألومنيوم مُعالج حراريًا ومصمم بنفس تفاصيل وجودة هيكل HL الخاص بنا. وهو يوفر أداءً فائقًا. الطراز النسائي.
739,"HL Mountain Frame - Silver, 42",HL Mountain Frame,ar,وقد تم تصنيع كل هيكل من تلك الهياكل يدويًا في مصنعنا بمدينة Bothel بحيث يصل اتساع قطره وسمكه إلى أفضل قيمتين مطلوبتين لهيكل دراجة مخصصة للقيادة في الجبال من الدرجة الأولى. ويتميز هيكل الألومنيوم الملحوم والُمعالج حراريًا بأنبوبة ذات قطر كبير يمتص الصدمات.
740,"HL Mountain Frame - Silver, 44",HL Mountain Frame,ar,وقد تم تصنيع كل هيكل من تلك الهياكل يدويًا في مصنعنا بمدينة Bothel بحيث يصل اتساع قطره وسمكه إلى أفضل قيمتين مطلوبتين لهيكل دراجة مخصصة للقيادة في الجبال من الدرجة الأولى. ويتميز هيكل الألومنيوم الملحوم والُمعالج حراريًا بأنبوبة ذات قطر كبير يمتص الصدمات.
741,"HL Mountain Frame - Silver, 48",HL Mountain Frame,ar,وقد تم تصنيع كل هيكل من تلك الهياكل يدويًا في مصنعنا بمدينة Bothel بحيث يصل اتساع قطره وسمكه إلى أفضل قيمتين مطلوبتين لهيكل دراجة مخصصة للقيادة في الجبال من الدرجة الأولى. ويتميز هيكل الألومنيوم الملحوم والُمعالج حراريًا بأنبوبة ذات قطر كبير يمتص الصدمات.
742,"HL Mountain Frame - Silver, 46",HL Mountain Frame,ar,وقد تم تصنيع كل هيكل من تلك الهياكل يدويًا في مصنعنا بمدينة Bothel بحيث يصل اتساع قطره وسمكه إلى أفضل قيمتين مطلوبتين لهيكل دراجة مخصصة للقيادة في الجبال من الدرجة الأولى. ويتميز هيكل الألومنيوم الملحوم والُمعالج حراريًا بأنبوبة ذات قطر كبير يمتص الصدمات.
743,"HL Mountain Frame - Black, 42",HL Mountain Frame,ar,وقد تم تصنيع كل هيكل من تلك الهياكل يدويًا في مصنعنا بمدينة Bothel بحيث يصل اتساع قطره وسمكه إلى أفضل قيمتين مطلوبتين لهيكل دراجة مخصصة للقيادة في الجبال من الدرجة الأولى. ويتميز هيكل الألومنيوم الملحوم والُمعالج حراريًا بأنبوبة ذات قطر كبير يمتص الصدمات.
744,"HL Mountain Frame - Black, 44",HL Mountain Frame,ar,وقد تم تصنيع كل هيكل من تلك الهياكل يدويًا في مصنعنا بمدينة Bothel بحيث يصل اتساع قطره وسمكه إلى أفضل قيمتين مطلوبتين لهيكل دراجة مخصصة للقيادة في الجبال من الدرجة الأولى. ويتميز هيكل الألومنيوم الملحوم والُمعالج حراريًا بأنبوبة ذات قطر كبير يمتص الصدمات.
745,"HL Mountain Frame - Black, 48",HL Mountain Frame,ar,وقد تم تصنيع كل هيكل من تلك الهياكل يدويًا في مصنعنا بمدينة Bothel بحيث يصل اتساع قطره وسمكه إلى أفضل قيمتين مطلوبتين لهيكل دراجة مخصصة للقيادة في الجبال من الدرجة الأولى. ويتميز هيكل الألومنيوم الملحوم والُمعالج حراريًا بأنبوبة ذات قطر كبير يمتص الصدمات.
746,"HL Mountain Frame - Black, 46",HL Mountain Frame,ar,وقد تم تصنيع كل هيكل من تلك الهياكل يدويًا في مصنعنا بمدينة Bothel بحيث يصل اتساع قطره وسمكه إلى أفضل قيمتين مطلوبتين لهيكل دراجة مخصصة للقيادة في الجبال من الدرجة الأولى. ويتميز هيكل الألومنيوم الملحوم والُمعالج حراريًا بأنبوبة ذات قطر كبير يمتص الصدمات.
747,"HL Mountain Frame - Black, 38",HL Mountain Frame,ar,وقد تم تصنيع كل هيكل من تلك الهياكل يدويًا في مصنعنا بمدينة Bothel بحيث يصل اتساع قطره وسمكه إلى أفضل قيمتين مطلوبتين لهيكل دراجة مخصصة للقيادة في الجبال من الدرجة الأولى. ويتميز هيكل الألومنيوم الملحوم والُمعالج حراريًا بأنبوبة ذات قطر كبير يمتص الصدمات.
748,"HL Mountain Frame - Silver, 38",HL Mountain Frame,ar,وقد تم تصنيع كل هيكل من تلك الهياكل يدويًا في مصنعنا بمدينة Bothel بحيث يصل اتساع قطره وسمكه إلى أفضل قيمتين مطلوبتين لهيكل دراجة مخصصة للقيادة في الجبال من الدرجة الأولى. ويتميز هيكل الألومنيوم الملحوم والُمعالج حراريًا بأنبوبة ذات قطر كبير يمتص الصدمات.
822,"ML Road Frame-W - Yellow, 38",ML Road Frame-W,ar,يحتوي هيكل ML على أنبوبة سفلية خفيف الوزن تم تشكيلها بحيث تحتوي على أفضل قطر يوفر أعلى درجات القوة، وقد تم صناعتها من نفس سبيكة الألومنيوم التي تم صناعة هيكل HL - الذي يعد من أعلى طرازاتنا - منها. الطراز النسائي.
833,"ML Road Frame-W - Yellow, 40",ML Road Frame-W,ar,يحتوي هيكل ML على أنبوبة سفلية خفيف الوزن تم تشكيلها بحيث تحتوي على أفضل قطر يوفر أعلى درجات القوة، وقد تم صناعتها من نفس سبيكة الألومنيوم التي تم صناعة هيكل HL - الذي يعد من أعلى طرازاتنا - منها. الطراز النسائي.
834,"ML Road Frame-W - Yellow, 42",ML Road Frame-W,ar,يحتوي هيكل ML على أنبوبة سفلية خفيف الوزن تم تشكيلها بحيث تحتوي على أفضل قطر يوفر أعلى درجات القوة، وقد تم صناعتها من نفس سبيكة الألومنيوم التي تم صناعة هيكل HL - الذي يعد من أعلى طرازاتنا - منها. الطراز النسائي.
835,"ML Road Frame-W - Yellow, 44",ML Road Frame-W,ar,يحتوي هيكل ML على أنبوبة سفلية خفيف الوزن تم تشكيلها بحيث تحتوي على أفضل قطر يوفر أعلى درجات القوة، وقد تم صناعتها من نفس سبيكة الألومنيوم التي تم صناعة هيكل HL - الذي يعد من أعلى طرازاتنا - منها. الطراز النسائي.
